"","l1","l2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"s.1406","streiten|VVINF","-0.0302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1407","streng|ADJX","-0.3571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1408","strittig|ADJX","-0.3249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1409","stumpfsinnig|ADJX","-0.0048","stumpfsinnigstem","stumpfsinnigsten","stumpfsinniges","stumpfsinniger","stumpfsinnige","stumpfsinnigerem","stumpfsinnigeren","stumpfsinnigeres","stumpfsinnigerer","stumpfsinnigem","stumpfsinnigste","stumpfsinnigster","stumpfsinnigere","stumpfsinnigen","stumpfsinnigst","stumpfsinnigstes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1410","stupide|ADJX","-0.0048","stupidesten","stupidester","stupidest","stupidestes","stupidestem","stupideerem","stupideen","stupideeren","stupideem","stupideere","stupideer","stupideerer","stupideeres","stupidee","stupideste","stupidees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1411","stur|ADJX","-0.1837","stursten","sturster","sturstes","sturst","sture","sturstem","stureres","sturer","sturerer","sturere","sturste","stures","sturerem","sturem","sturen","stureren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1412","stören|VVINF","-0.333","störten","gestört","störtet","stört","störst","störte","störe","stör","störet","störest","störtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1413","stümperhaft|ADJX","-0.0048","stümperhafteren","stümperhafterer","stümperhaftestem","stümperhaftesten","stümperhafteres","stümperhafter","stümperhaftes","stümperhaftem","stümperhaften","stümperhaftere","stümperhafterem","stümperhafte","stümperhaftestes","stümperhaftester","stümperhafteste","stümperhaftest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1414","stürmisch|ADJX","-0.0048","stürmischsten","stürmischer","stürmisches","stürmischstem","stürmischeres","stürmischste","stürmischstes","stürmischerer","stürmische","stürmischem","stürmischerem","stürmischeren","stürmischst","stürmischster","stürmischen","stürmischere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1415","stürzen|VVINF","-0.1975","stürze","stürz","stürzt","stürzet","gestürzt","stürzest","stürztet","stürzte","stürztest","stürzten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1416","suboptimal|ADJX","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1417","tadel|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1418","tadeln|VVINF","-0.3234","tadelten","tadelt","tadele","tadel","tadelst","getadelt","tadelte","tadl","tadle","tadeltet","tadeltest","tadelen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1419","tadelnswert|ADJX","-0.0048","tadelnswerter","tadelnswertes","tadelnswertsten","tadelnswertstem","tadelnswertere","tadelnswerte","tadelnswertstes","tadelnswerterer","tadelnswerteres","tadelnswertst","tadelnswertste","tadelnswertster","tadelnswerten","tadelnswertem","tadelnswerterem","tadelnswerteren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1420","tatenlos|ADJX","-0.0048","tatenlosste","tatenlosst","tatenlose","tatenlosstes","tatenloseres","tatenlosster","tatenloserer","tatenlosstem","tatenlossten","tatenlosere","tatenloser","tatenloses","tatenlosen","tatenloserem","tatenlosem","tatenloseren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1421","terrorisieren|VVINF","-0.0048","terrorisierst","terrorisierest","terrorisier","terrorisierte","terrorisierten","terrorisiere","terrorisiert","terrorisiertet","terrorisieret","terrorisiertest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1422","teuer|ADJX","-0.2716","teuren","teurem","teure","teurerer","teuerstes","teureres","teuerst","teureren","teures","teurer","teurerem","teurere","teuerste","teuerster","teuersten","teuerstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1423","teuflisch|ADJX","-0.1677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1424","tot|ADJX","-0.1683","totere","toterem","toteren","totes","toter","totem","tote","toten","toteste","totestem","totesten","toterer","totestes","totest","totester","toteres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1425","totalitär|ADJX","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1426","tragisch|ADJX","-0.1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1427","trauern|VVINF","-0.1945","trauertet","trauerte","trauer","trauerst","trauertest","getrauert","trauerten","traueren","trauere","trauert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1428","traumatisch|ADJX","-0.0048","traumatischste","traumatische","traumatischeres","traumatischerer","traumatischeren","traumatischerem","traumatischster","traumatisches","traumatischer","traumatischstes","traumatischen","traumatischst","traumatischem","traumatischsten","traumatischere","traumatischstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1429","traumatisieren|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1430","traurig|ADJX","-0.1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1431","trennen|VVINF","-0.5033","trennst","trennten","trennte","trenntest","trennt","trenne","trennet","trennest","trenn","trenntet","getrennt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1432","trist|ADJX","-0.0424","tristeren","tristerem","tristestes","tristeres","tristerer","tristest","tristesten","tristestem","tristester","tristeste","tristere","triste","tristen","tristem","tristes","trister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1433","trostlos|ADJX","-0.0467","trostlosster","trostlosstes","trostlosere","trostloseren","trostloser","trostlossten","trostloses","trostloserem","trostlosstem","trostloseres","trostlosst","trostloserer","trostlosem","trostlosste","trostlosen","trostlose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1434","trottelig|ADJX","-0.0048","trotteligeren","trotteligste","trotteligerem","trotteliger","trotteligsten","trotteligstes","trotteligster","trotteliges","trotteligstem","trotteligere","trottelige","trotteligem","trotteligen","trotteligeres","trotteligerer","trotteligst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1435","trotten|VVINF","-0.0048","trottte","trottet","getrottet","trott","trotttet","trotttest","trotte","trottest","trottten","trotteten","trottetet","trottetest","trottete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1436","trotzen|VVINF","-0.0048","trotztest","trotz","trotzten","trotzt","trotzte","trotzest","getrotzt","trotze","trotzet","trotztet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1437","träge|ADJX","-0.3272","trägestem","trägesten","trägee","trägeste","trägeem","trägeen","trägeerem","trägeeren","trägeer","trägeerer","trägeeres","trägees","trägestes","trägest","trägester","trägeere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1438","trüb|ADJX","-0.0048","trübste","trübere","trübsten","trüben","trübstem","trübem","trübst","trüberer","trüberes","trübster","trübes","trübstes","trüberem","trüberen","trüber","trübe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1439","trügerisch|ADJX","-0.1874","trügerischere","trügerische","trügerischstem","trügerischsten","trügerischen","trügerischem","trügerischer","trügerisches","trügerischstes","trügerischster","trügerischerer","trügerischste","trügerischeres","trügerischeren","trügerischst","trügerischerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1440","turbulent|ADJX","-0.0048","turbulenten","turbulenterer","turbulenteres","turbulenteren","turbulenterem","turbulentem","turbulentesten","turbulentere","turbulenteste","turbulentestem","turbulentester","turbulentestes","turbulentest","turbulente","turbulentes","turbulenter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1441","tyrannisch|ADJX","-0.0048","tyrannischstes","tyrannischerem","tyrannischeren","tyrannischster","tyrannischerer","tyrannischeres","tyrannischen","tyrannischem","tyrannische","tyrannischere","tyrannisches","tyrannischer","tyrannischst","tyrannischsten","tyrannischste","tyrannischstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1442","täuschen|VVINF","-0.6192","täuschtet","täuschtest","täuschet","täusch","täuscht","täusche","getäuscht","täuschst","täuschten","täuschte","täuschest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1443","tödlich|ADJX","-0.3487","tödlichere","tödlichsten","tödlichem","tödlichen","tödlichst","tödlichstem","tödlichstes","tödlichster","tödliches","tödlichste","tödlicher","tödlicheres","tödlicherer","tödlicheren","tödlicherem","tödliche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1444","töricht|ADJX","-0.471","törichterem","törichtsten","törichteren","törichtstes","törichtster","törichter","törichtes","törichtste","törichtere","törichtst","törichterer","törichteres","törichte","törichtem","törichten","törichtstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1445","töten|VVINF","-0.5203","tötetet","getötet","tötte","tötet","tötete","töttest","töte","tötten","tötetest","töttet","töt","töteten","tötest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1446","umgetauscht|ADJX","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1447","umstritten|ADJX","-0.0048","umstrittenst","umstrittenerer","umstritteneres","umstrittenstes","umstrittenster","umstrittensten","umstrittene","umstrittenstem","umstrittener","umstrittenes","umstrittenen","umstrittenem","umstrittenere","umstritteneren","umstrittenste","umstrittenerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1448","umständlich|ADJX","-0.3487","umständliche","umständlichst","umständlichstes","umständlichster","umständlicher","umständliches","umständlichen","umständlichem","umständlichstem","umständlichsten","umständlichste","umständlicherem","umständlicheren","umständlicheres","umständlichere","umständlicherer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1449","umtauschen|VVINF","-0.0048","umtauschtest","umtausche","umtauscht","umtauschten","umtauschet","umtauschte","umtausch","umtauschst","umgetauscht","umtauschtet","umtauschest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1450","umweltschädlich|ADJX","-0.0048","umweltschädlichem","umweltschädlichen","umweltschädlichstem","umweltschädlichsten","umweltschädlicheres","umweltschädlicherer","umweltschädlichst","umweltschädlicher","umweltschädlicheren","umweltschädlichster","umweltschädlicherem","umweltschädliches","umweltschädlichstes","umweltschädliche","umweltschädlichere","umweltschädlichste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1451","unachtsam|ADJX","-0.4488","unachtsamster","unachtsamstes","unachtsamer","unachtsamst","unachtsames","unachtsamsten","unachtsamem","unachtsamen","unachtsameres","unachtsamerer","unachtsamstem","unachtsame","unachtsamere","unachtsamerem","unachtsameren","unachtsamste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1452","unangemessen|ADJX","-0.4883","unangemessenstes","unangemessener","unangemessenes","unangemessenster","unangemessene","unangemessenerer","unangemessenerem","unangemessenste","unangemesseneren","unangemessenere","unangemesseneres","unangemessenst","unangemessensten","unangemessenstem","unangemessenem","unangemessenen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1453","unangenehm|ADJX","-0.4691","unangenehmstes","unangenehmem","unangenehmster","unangenehmen","unangenehmste","unangenehmere","unangenehmsten","unangenehmer","unangenehmes","unangenehmstem","unangenehme","unangenehmerem","unangenehmeren","unangenehmst","unangenehmerer","unangenehmeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1454","unanständig|ADJX","-0.0441","unanständigst","unanständigeren","unanständigerem","unanständigen","unanständigem","unanständigerer","unanständiges","unanständiger","unanständigeres","unanständigstes","unanständige","unanständigste","unanständigere","unanständigsten","unanständigstem","unanständigster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1455","unattraktiv|ADJX","-0.4656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1456","unaufgefordert|ADJX","-0.0048","unaufgefordertster","unaufgefordertere","unaufgefordertem","unaufgefordertstes","unaufgeforderten","unaufgeforderteren","unaufgeforderterem","unaufgeforderterer","unaufgeforderteres","unaufgefordertst","unaufgeforderte","unaufgeforderter","unaufgefordertste","unaufgefordertes","unaufgefordertsten","unaufgefordertstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1457","unaufhörlich|ADJX","-0.0048","unaufhörlichst","unaufhörliche","unaufhörlichsten","unaufhörlicher","unaufhörliches","unaufhörlichstem","unaufhörlichem","unaufhörlichster","unaufhörlichen","unaufhörlichere","unaufhörlichstes","unaufhörlicheres","unaufhörlicheren","unaufhörlicherem","unaufhörlicherer","unaufhörlichste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1458","unaufrichtig|ADJX","-0.3091","unaufrichtiges","unaufrichtiger","unaufrichtigere","unaufrichtigstem","unaufrichtigsten","unaufrichtigster","unaufrichtigstes","unaufrichtigem","unaufrichtigen","unaufrichtigst","unaufrichtigste","unaufrichtige","unaufrichtigeres","unaufrichtigerer","unaufrichtigerem","unaufrichtigeren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1459","unbarmherzig|ADJX","-0.3257","unbarmherzigstes","unbarmherzigster","unbarmherzigsten","unbarmherzigere","unbarmherzigeren","unbarmherziger","unbarmherziges","unbarmherzigerem","unbarmherzigste","unbarmherzigen","unbarmherzigeres","unbarmherzigem","unbarmherzigerer","unbarmherzigst","unbarmherzigstem","unbarmherzige",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1460","unbedacht|ADJX","-0.051","unbedachteren","unbedachtes","unbedachte","unbedachter","unbedachterem","unbedachtest","unbedachtester","unbedachtestes","unbedachtesten","unbedachteste","unbedachtestem","unbedachtem","unbedachten","unbedachterer","unbedachtere","unbedachteres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1461","unbedeutend|ADJX","-0.6134","unbedeutendst","unbedeutende","unbedeutendste","unbedeutenden","unbedeutenderem","unbedeutendster","unbedeutenderen","unbedeutendstes","unbedeutender","unbedeutendstem","unbedeutendsten","unbedeutendes","unbedeutenderer","unbedeutendere","unbedeutenderes","unbedeutendem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1462","unbefriedigend|ADJX","-0.3343","unbefriedigenderen","unbefriedigendst","unbefriedigendstem","unbefriedigendsten","unbefriedigenderem","unbefriedigenden","unbefriedigenderer","unbefriedigende","unbefriedigendem","unbefriedigender","unbefriedigendes","unbefriedigendstes","unbefriedigenderes","unbefriedigendster","unbefriedigendere","unbefriedigendste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1463","unbefriedigt|ADJX","-0.319","unbefriedigteren","unbefriedigtster","unbefriedigtstes","unbefriedigte","unbefriedigtere","unbefriedigtsten","unbefriedigterem","unbefriedigtem","unbefriedigten","unbefriedigtst","unbefriedigter","unbefriedigtes","unbefriedigtstem","unbefriedigteres","unbefriedigterer","unbefriedigtste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1464","unbefugt|ADJX","-0.0048","unbefugtestes","unbefugtester","unbefugtere","unbefugtestem","unbefugtesten","unbefugtest","unbefugteres","unbefugte","unbefugterer","unbefugteren","unbefugtem","unbefugten","unbefugterem","unbefugtes","unbefugteste","unbefugter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1465","unbegründet|ADJX","-0.4923","unbegründetstes","unbegründetster","unbegründeterem","unbegründetsten","unbegründetstem","unbegründetst","unbegründeterer","unbegründeteres","unbegründeteren","unbegründetes","unbegründetere","unbegründetste","unbegründete","unbegründeter","unbegründeten","unbegründetem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1466","unbeliebt|ADJX","-0.3266","unbeliebterer","unbeliebteste","unbeliebtester","unbeliebteres","unbeliebtestes","unbeliebtes","unbeliebter","unbeliebtestem","unbeliebtesten","unbeliebten","unbeliebtem","unbeliebterem","unbeliebteren","unbeliebtest","unbeliebte","unbeliebtere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1467","unbequem|ADJX","-0.0237","unbequemeres","unbequemerer","unbequemem","unbequemen","unbequemes","unbequemer","unbequemstes","unbequemster","unbequemsten","unbequemstem","unbequemerem","unbequemste","unbequemeren","unbequeme","unbequemst","unbequemere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1468","unberechtigt|ADJX","-0.3393","unberechtigtere","unberechtigteren","unberechtigtes","unberechtigter","unberechtigtstem","unberechtigterem","unberechtigte","unberechtigtst","unberechtigtsten","unberechtigteres","unberechtigterer","unberechtigtste","unberechtigtster","unberechtigten","unberechtigtstes","unberechtigtem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1469","unbestimmt|ADJX","-0.3322","unbestimmte","unbestimmtestem","unbestimmtesten","unbestimmteres","unbestimmtester","unbestimmterer","unbestimmtestes","unbestimmterem","unbestimmteren","unbestimmtere","unbestimmtes","unbestimmter","unbestimmtest","unbestimmteste","unbestimmten","unbestimmtem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1470","unbewiesen|ADJX","-0.3113","unbewieseneres","unbewiesenst","unbewiesener","unbewiesenes","unbewiesenstem","unbewiesensten","unbewiesene","unbewiesenere","unbewiesenste","unbewiesenerem","unbewieseneren","unbewiesenster","unbewiesenem","unbewiesenstes","unbewiesenerer","unbewiesenen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1471","unbotmäßig|ADJX","-0.0048","unbotmäßiges","unbotmäßiger","unbotmäßigerer","unbotmäßigeres","unbotmäßigen","unbotmäßigem","unbotmäßigsten","unbotmäßigstem","unbotmäßige","unbotmäßigstes","unbotmäßigste","unbotmäßigster","unbotmäßigere","unbotmäßigeren","unbotmäßigerem","unbotmäßigst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1472","unbrauchbar|ADJX","-0.4727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1473","undankbar|ADJX","-0.3156","undankbareren","undankbarerem","undankbarerer","undankbareres","undankbarste","undankbarere","undankbarstes","undankbarem","undankbarster","undankbaren","undankbarst","undankbarsten","undankbare","undankbarer","undankbares","undankbarstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1474","undemokratisch|ADJX","-0.3259","undemokratischen","undemokratischem","undemokratische","undemokratischeres","undemokratischst","undemokratischstem","undemokratischsten","undemokratischste","undemokratischster","undemokratischerer","undemokratischere","undemokratischeren","undemokratischstes","undemokratischerem","undemokratischer","undemokratisches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1475","undiplomatisch|ADJX","-0.0048","undiplomatischstem","undiplomatischerem","undiplomatischsten","undiplomatischstes","undiplomatischster","undiplomatische","undiplomatischst","undiplomatischere","undiplomatischste","undiplomatisches","undiplomatischeren","undiplomatischer","undiplomatischem","undiplomatischerer","undiplomatischen","undiplomatischeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1476","undiszipliniert|ADJX","-0.0048","undisziplinierterem","undisziplinierteren","undisziplinierten","undiszipliniertere","undiszipliniertestes","undiszipliniertem","undiszipliniertester","undisziplinierterer","undisziplinierteres","undisziplinierteste","undiszipliniertest","undiszipliniertesten","undisziplinierte","undisziplinierter","undiszipliniertes","undiszipliniertestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1477","undurchführbar|ADJX","-0.0048","undurchführbareren","undurchführbarerem","undurchführbarem","undurchführbaren","undurchführbarst","undurchführbarstem","undurchführbare","undurchführbareres","undurchführbarsten","undurchführbarere","undurchführbarerer","undurchführbarstes","undurchführbarster","undurchführbarer","undurchführbares","undurchführbarste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1478","undurchsichtig|ADJX","-0.3279","undurchsichtigere","undurchsichtiger","undurchsichtige","undurchsichtigem","undurchsichtigen","undurchsichtigerem","undurchsichtigste","undurchsichtiges","undurchsichtigeren","undurchsichtigstes","undurchsichtigst","undurchsichtigster","undurchsichtigeres","undurchsichtigerer","undurchsichtigsten","undurchsichtigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1479","unehrlich|ADJX","-0.327","unehrliche","unehrlichstes","unehrlichster","unehrlicherer","unehrlicheres","unehrlichsten","unehrlichstem","unehrlichere","unehrlicherem","unehrlicheren","unehrlichen","unehrlichem","unehrlichste","unehrlicher","unehrlichst","unehrliches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1480","uneinig|ADJX","-0.0048","uneinigeren","uneinigerem","uneinigere","uneinigst","uneinigem","uneinigsten","uneinigstem","uneinigen","uneinigster","uneinigerer","uneiniges","uneinigstes","uneiniger","uneinigeres","uneinigste","uneinige",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1481","uneinsichtig|ADJX","-0.0048","uneinsichtigerer","uneinsichtiger","uneinsichtigeres","uneinsichtigste","uneinsichtiges","uneinsichtigsten","uneinsichtigster","uneinsichtigstes","uneinsichtige","uneinsichtigst","uneinsichtigstem","uneinsichtigerem","uneinsichtigen","uneinsichtigere","uneinsichtigem","uneinsichtigeren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1482","unerbittlich|ADJX","-0.3318","unerbittlichstes","unerbittliche","unerbittlichster","unerbittlichstem","unerbittlichsten","unerbittlichst","unerbittlichste","unerbittlicherer","unerbittlicheres","unerbittlichere","unerbittlichem","unerbittlichen","unerbittlicherem","unerbittliches","unerbittlicher","unerbittlicheren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1483","unerfreulich|ADJX","-0.0453","unerfreulichster","unerfreulichstes","unerfreulichere","unerfreulicheres","unerfreulicherer","unerfreulicher","unerfreulicherem","unerfreulicheren","unerfreuliches","unerfreulichem","unerfreulichste","unerfreulichen","unerfreuliche","unerfreulichst","unerfreulichstem","unerfreulichsten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1484","unerhört|ADJX","-0.0048","unerhörtest","unerhörtes","unerhörter","unerhörteres","unerhörteste","unerhörterer","unerhörtere","unerhörte","unerhörteren","unerhörterem","unerhörtester","unerhörtestes","unerhörten","unerhörtestem","unerhörtesten","unerhörtem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1485","unerklärlich|ADJX","-0.0048","unerklärlicheres","unerklärlicherer","unerklärlichem","unerklärliche","unerklärlichstem","unerklärlichsten","unerklärlichstes","unerklärlichster","unerklärliches","unerklärlicher","unerklärlichste","unerklärlichere","unerklärlicherem","unerklärlichen","unerklärlicheren","unerklärlichst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1486","unerlaubt|ADJX","-0.0048","unerlaubtester","unerlaubtest","unerlaubtesten","unerlaubtestem","unerlaubterer","unerlaubte","unerlaubteres","unerlaubteren","unerlaubtestes","unerlaubterem","unerlaubteste","unerlaubtem","unerlaubtere","unerlaubten","unerlaubtes","unerlaubter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1487","unerquicklich|ADJX","-0.0048","unerquicklichstes","unerquickliche","unerquicklichster","unerquicklichere","unerquicklicherem","unerquicklicheren","unerquicklichstem","unerquicklichsten","unerquicklicherer","unerquicklichste","unerquicklicheres","unerquicklichst","unerquickliches","unerquicklicher","unerquicklichem","unerquicklichen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1488","unerträglich|ADJX","-0.3454","unerträglichstes","unerträglichere","unerträglicherer","unerträglichen","unerträglichem","unerträglichstem","unerträglichsten","unerträgliche","unerträgliches","unerträglicher","unerträglichste","unerträglichster","unerträglicheres","unerträglichst","unerträglicherem","unerträglicheren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1489","unerwartet|ADJX","-0.0349","unerwartete","unerwarteterer","unerwartetere","unerwarteteres","unerwartetstes","unerwartetst","unerwarteteren","unerwarteterem","unerwartetstem","unerwartetsten","unerwartetster","unerwarteten","unerwartetem","unerwartetste","unerwartetes","unerwarteter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1490","unerwiesen|ADJX","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1491","unerwünscht|ADJX","-0.3413","unerwünschteres","unerwünschte","unerwünschterer","unerwünschtestem","unerwünschtere","unerwünschterem","unerwünschteren","unerwünschteste","unerwünschtem","unerwünschtest","unerwünschtesten","unerwünschtes","unerwünschter","unerwünschtestes","unerwünschtester","unerwünschten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1492","unfair|ADJX","-0.8827","unfairen","unfairere","unfairste","unfairem","unfaireres","unfaireren","unfairerem","unfaire","unfairer","unfairerer","unfaires","unfairstem","unfairsten","unfairstes","unfairst","unfairster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
