"","l1","l2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"s.725","ambivalent|ADJX","-0.4628","ambivalenterer","ambivalentestem","ambivalentesten","ambivalentem","ambivalenteren","ambivalenterem","ambivalentestes","ambivalentester","ambivalenten","ambivalentes","ambivalenter","ambivalenteste","ambivalenteres","ambivalentest","ambivalente","ambivalentere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.726","androhen|VVINF","-0.0048","angedroht","androhte","androhest","androhtest","androhet","androh","androhst","androhe","androhten","androht","androhtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.727","anfällig|ADJX","-0.1884","anfällige","anfälligstes","anfälligster","anfälligerem","anfälliges","anfälliger","anfälligeren","anfälligsten","anfälligem","anfälligste","anfälligstem","anfälligen","anfälligeres","anfälligerer","anfälligere","anfälligst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.728","angespannt|ADJX","-0.4744","angespannterer","angespannten","angespannteres","angespanntestem","angespanntesten","angespanntem","angespannteren","angespannte","angespannterem","angespanntester","angespanntestes","angespanntere","angespanntes","angespannter","angespanntest","angespannteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.729","angestrengt|ADJX","-0.0415","angestrengteste","angestrengtestes","angestrengten","angestrengte","angestrengtem","angestrengtes","angestrengter","angestrengterer","angestrengtester","angestrengteres","angestrengterem","angestrengteren","angestrengtestem","angestrengtesten","angestrengtere","angestrengtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.730","angetrunken|ADJX","-0.0048","angetrunkenen","angetrunkenem","angetrunkener","angetrunkene","angetrunknerer","angetrunkenst","angetrunkneren","angetrunknerem","angetrunknere","angetrunkenere","angetrunkeneren","angetrunkneres","angetrunkenerer","angetrunkeneres","angetrunkner","angetrunkenste","angetrunkenes","angetrunkenstem","angetrunkenster","angetrunkensten","angetrunkenstes","angetrunkenerem",NA,NA,NA,NA,NA,NA
"s.731","angreifen|VVINF","-0.0464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.732","anklagen|VVINF","-0.0048","anklagten","anklagtet","anklagest","anklage","angeklagt","anklagt","anklag","anklaget","anklagst","anklagtest","anklagte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.733","anmaßen|VVINF","-0.0048","anmaßtet","anmaßest","anmaßtest","anmaßt","anmaße","anmaßten","angemaßt","anmaß","anmaßet","anmaßte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.734","annullieren|VVINF","-0.3149","annulliertet","annulliert","annulliere","annullierst","annullierte","annullier","annullierest","annulliertest","annullierten","annullieret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.735","anschießen|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.736","anspannen|VVINF","-0.0444","anspannte","anspannt","anspanne","anspannten","anspann","angespannt","anspanntet","anspanntest","anspannst","anspannet","anspannest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.737","anstrengen|VVINF","-0.0048","anstrengtet","anstrengest","anstrenget","angestrengt","anstrengtest","anstreng","anstrengte","anstrengten","anstrengt","anstrengst","anstrenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.738","anstrengend|ADJX","-0.0048","anstrengendem","anstrengendsten","anstrengenden","anstrengenderes","anstrengendstem","anstrengenderer","anstrengendster","anstrengendes","anstrengender","anstrengendste","anstrengenderen","anstrengenderem","anstrengendere","anstrengende","anstrengendstes","anstrengendst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.739","anstößig|ADJX","-0.0048","anstößigst","anstößigster","anstößigerer","anstößigstes","anstößigerem","anstößigeren","anstößigste","anstößiger","anstößiges","anstößigere","anstößigen","anstößigem","anstößigsten","anstößigeres","anstößigstem","anstößige",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.740","antiquiert|ADJX","-0.0048","antiquiertes","antiquiertere","antiquierter","antiquiertestem","antiquiertesten","antiquiertester","antiquierterem","antiquiertestes","antiquierteren","antiquierteres","antiquierte","antiquierterer","antiquierteste","antiquierten","antiquiertem","antiquiertest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.741","anzünden|VVINF","-0.3333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.742","apathisch|ADJX","-0.3252","apathischerem","apathischeren","apathischste","apathischerer","apathischem","apathischster","apathischen","apathischst","apathischstes","apathischstem","apathischsten","apathischer","apathischere","apathischeres","apathisches","apathische",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.743","apokalyptisch|ADJX","-0.0048","apokalyptischeren","apokalyptischen","apokalyptischerem","apokalyptischst","apokalyptischem","apokalyptischstes","apokalyptischster","apokalyptischsten","apokalyptisches","apokalyptischstem","apokalyptischer","apokalyptischere","apokalyptischste","apokalyptische","apokalyptischerer","apokalyptischeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.744","arbeitslos|ADJX","-0.3426","arbeitslosere","arbeitslose","arbeitslosst","arbeitsloserer","arbeitsloseres","arbeitsloserem","arbeitsloseren","arbeitslosste","arbeitsloses","arbeitsloser","arbeitslosster","arbeitslosstes","arbeitslossten","arbeitslosstem","arbeitslosem","arbeitslosen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.745","archaisch|ADJX","-0.0048","archaische","archaischstem","archaischst","archaischsten","archaischstes","archaischste","archaischster","archaischeren","archaischeres","archaischerer","archaischere","archaisches","archaischerem","archaischen","archaischem","archaischer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.746","arm|ADJX","-0.4546","ärmst","armem","armen","ärmerer","arme","ärmeres","ärmeren","ärmerem","armes","armer","ärmer","ärmstes","ärmster","ärmste","ärmsten","ärmstem","ärmere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.747","armselig|ADJX","-0.1814","armseligen","armseligem","armselige","armseliges","armseligst","armseliger","armseligste","armseligster","armseligstes","armseligerem","armseligstem","armseligsten","armseligeren","armseligere","armseligerer","armseligeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.748","arrogant|ADJX","-0.4659","arrogante","arroganteste","arrogantem","arroganten","arrogantestem","arrogantesten","arroganter","arrogantes","arrogantest","arrogantester","arrogantestes","arroganteres","arroganterer","arroganteren","arrogantere","arroganterem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.749","attackieren|VVINF","-0.0048","attackieret","attackiertet","attackierest","attackiertest","attackiere","attackier","attackierten","attackiert","attackierst","attackierte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.750","aufblasen|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.751","aufblähen|VVINF","-0.0048","aufblähtet","aufblähest","aufbläh","aufbläht","aufblähe","aufgebläht","aufblähte","aufblähet","aufblähst","aufblähtest","aufblähten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.752","aufbringen|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.753","auffallen|VVINF","-0.3386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.754","aufgeben|VVINF","-0.2098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.755","aufgebracht|ADJX","-0.0048","aufgebrachterem","aufgebrachtest","aufgebrachte","aufgebrachten","aufgebrachtem","aufgebrachteren","aufgebrachtestes","aufgebrachtester","aufgebrachter","aufgebrachteres","aufgebrachterer","aufgebrachtes","aufgebrachtesten","aufgebrachtestem","aufgebrachtere","aufgebrachteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.756","aufgeregt|ADJX","-0.0048","aufgeregteres","aufgeregterer","aufgeregterem","aufgeregtestes","aufgeregteren","aufgeregtester","aufgeregten","aufgeregtem","aufgeregtere","aufgeregter","aufgeregtest","aufgeregtesten","aufgeregtes","aufgeregtestem","aufgeregte","aufgeregteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.757","aufhören|VVINF","-0.0142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.758","auflösen|VVINF","-0.0412","auflöstet","auflöst","auflöse","auflöstest","auflöste","auflösten","auflöset","auflös","aufgelöst","auflösest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.759","aufregen|VVINF","-0.0048","aufregt","aufrege","aufregtet","aufregst","aufgeregt","aufregte","aufreget","aufregtest","aufregten","aufreg","aufregest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.760","aufreibend|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.761","aufrühren|VVINF","-0.0256","aufrühr","aufrührtest","aufrührtet","aufrühret","aufrühre","aufrührten","aufrührte","aufrührt","aufgerührt","aufrührst","aufrührest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.762","aufschlagen|VVINF","-0.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.763","aufschreien|VVINF","-0.043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.764","aufwühlen|VVINF","-0.0398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.765","ausbeuten|VVINF","-0.3215","ausgebeutet","ausbeutete","ausbeutten","ausbeuttest","ausbeutet","ausbeuteten","ausbeutetest","ausbeutte","ausbeutetet","ausbeutest","ausbeut","ausbeute","ausbeuttet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.766","ausbrechen|VVINF","-0.1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.767","auseinanderfallen|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.768","auseinandersetzen|VVINF","-0.0584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.769","ausfallen|VVINF","-0.3481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.770","ausgehungert|ADJX","-0.0048","ausgehungertster","ausgehungertstes","ausgehungertere","ausgehungertes","ausgehungerte","ausgehungerter","ausgehungerten","ausgehungertem","ausgehungerteren","ausgehungertstem","ausgehungertst","ausgehungertsten","ausgehungerterem","ausgehungerterer","ausgehungertste","ausgehungerteres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.771","ausgestorben|ADJX","-0.0389","ausgestorbnerer","ausgestorbenem","ausgestorbnere","ausgestorbenen","ausgestorbner","ausgestorbneren","ausgestorbenere","ausgestorbnerem","ausgestorbener","ausgestorbene","ausgestorbenerer","ausgestorbenes","ausgestorbeneres","ausgestorbeneren","ausgestorbneres","ausgestorbenster","ausgestorbenstes","ausgestorbenst","ausgestorbenerem","ausgestorbenste","ausgestorbenstem","ausgestorbensten",NA,NA,NA,NA,NA,NA
"s.772","ausgleiten|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.773","ausgrenzen|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.774","ausradieren|VVINF","-0.0048","ausradiertet","ausradierest","ausradierten","ausradier","ausradierte","ausradierst","ausradieret","ausradiertest","ausradiert","ausradiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.775","ausrotten|VVINF","-0.0048","ausrotttet","ausrottten","ausrottest","ausrotttest","ausrott","ausrottet","ausrotteten","ausrottetest","ausgerottet","ausrottetet","ausrotte","ausrottte","ausrottete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.776","ausschalten|VVINF","-0.0048","ausschaltest","ausschaltte","ausschaltet","ausschaltetest","ausschalttet","ausschalt","ausschalttest","ausschaltetet","ausschalte","ausgeschaltet","ausschalteten","ausschaltten","ausschaltete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.777","ausschließen|VVINF","-0.4935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.778","aussetzen|VVINF","-0.3413","aussetz","aussetzte","aussetzest","aussetztet","aussetztest","aussetzten","aussetze","ausgesetzt","aussetzet","aussetzt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.779","aussichtslos|ADJX","-0.183","aussichtslosestem","aussichtslosester","aussichtslosestes","aussichtsloseste","aussichtsloses","aussichtsloser","aussichtslosesten","aussichtsloserem","aussichtsloseren","aussichtslosen","aussichtsloserer","aussichtslosem","aussichtslosere","aussichtsloseres","aussichtslose","aussichtslosest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.780","aussterben|VVINF","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.781","banal|ADJX","-0.3166","banaleres","banalerer","banaleren","banalste","banalsten","banalstem","banales","banalst","banaler","banalere","banale","banalerem","banalem","banalen","banalstes","banalster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.782","barbarisch|ADJX","-0.3176","barbarischer","barbarisches","barbarischen","barbarischem","barbarischste","barbarischst","barbarischeren","barbarischerem","barbarischstes","barbarischster","barbarischere","barbarischerer","barbarische","barbarischstem","barbarischsten","barbarischeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.783","beanstandet|ADJX","-0.333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.784","bedauerlich|ADJX","-0.0551","bedauerlichsten","bedauerlichstem","bedauerlicheres","bedauerlichste","bedauerlicherer","bedauerlicheren","bedauerlichem","bedauerlicherem","bedauerlichen","bedauerliche","bedauerliches","bedauerlicher","bedauerlichstes","bedauerlichster","bedauerlichere","bedauerlichst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.785","bedauern|VVINF","-0.0574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.786","bedauernswert|ADJX","-0.0048","bedauernswerter","bedauernswertes","bedauernswertere","bedauernswerte","bedauernswerten","bedauernswerteren","bedauernswerterem","bedauernswertestem","bedauernswertesten","bedauernswertester","bedauernswertestes","bedauernswertest","bedauernswertem","bedauernswerterer","bedauernswerteres","bedauernswerteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.787","bedenklich|ADJX","-0.7701","bedenklicherem","bedenkliches","bedenklicher","bedenklicheren","bedenklicheres","bedenklichster","bedenklichstes","bedenklichste","bedenklicherer","bedenkliche","bedenklichst","bedenklichere","bedenklichsten","bedenklichem","bedenklichstem","bedenklichen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.788","bedeppert|ADJX","-0.0048","bedeppertem","bedeppertere","bedepperterem","bedepperteren","bedepperte","bedepperteres","bedepperten","bedepperterer","bedeppertesten","bedepperteste","bedeppertestem","bedeppertest","bedeppertestes","bedeppertester","bedepperter","bedeppertes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.789","bedeutungslos|ADJX","-0.6046","bedeutungsloseste","bedeutungslosesten","bedeutungslosestem","bedeutungsloserem","bedeutungslosester","bedeutungslosere","bedeutungsloseres","bedeutungsloseren","bedeutungsloserer","bedeutungslosest","bedeutungslosestes","bedeutungslose","bedeutungslosen","bedeutungslosem","bedeutungsloser","bedeutungsloses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.790","bedrohen|VVINF","-0.3408","bedrohten","bedroht","bedrohe","bedroh","bedrohet","bedrohtest","bedrohest","bedrohtet","bedrohte","bedrohst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.791","bedrohlich|ADJX","-0.4726","bedrohlichere","bedrohlichst","bedrohlichste","bedrohlicherer","bedrohlicheres","bedrohlicherem","bedrohlicheren","bedrohlicher","bedrohlichstes","bedrohlichster","bedrohliches","bedrohlichen","bedrohlichstem","bedrohlichem","bedrohlichsten","bedrohliche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.792","bedrängen|VVINF","-0.0048","bedräng","bedrängtet","bedränget","bedränge","bedrängten","bedrängest","bedrängtest","bedrängte","bedrängt","bedrängst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.793","bedrücken|VVINF","-0.3123","bedrückten","bedrück","bedrückst","bedrückte","bedrücket","bedrücktet","bedrückest","bedrücktest","bedrückt","bedrücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.794","bedrückt|VVINF","-0.0494","bedrückteren","bedrückterem","bedrückte","bedrücktester","bedrücktestes","bedrückteres","bedrückterer","bedrückteste","bedrücktest","bedrückten","bedrücktem","bedrücktes","bedrücktestem","bedrückter","bedrücktesten","bedrücktere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.795","bedürftig|ADJX","-0.0048","bedürftigstes","bedürftigen","bedürftigeres","bedürftige","bedürftigerer","bedürftigster","bedürftigeren","bedürftigem","bedürftigerem","bedürftigere","bedürftigst","bedürftiges","bedürftiger","bedürftigsten","bedürftigste","bedürftigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.796","beeinträchtigen|ADJX","-0.4979","beeinträchtigten","beeinträchtigest","beeinträchtige","beeinträchtigtest","beeinträchtigt","beeinträchtigst","beeinträchtigte","beeinträchtigtet","beeinträchtiget","beeinträchtig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.797","beenden|VVINF","-0.0603","beendest","beende","beendeten","beendete","beendtet","beendetest","beendte","beendetet","beendtest","beendet","beendten","beend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.798","befallen|VVINF","-0.334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.799","befangen|ADJX","-0.3253","befangeneres","befangenerer","befangnerem","befangneren","befangenst","befangenere","befangeneren","befangenerem","befangenste","befangner","befangenstes","befangenster","befangenstem","befangnere","befangensten","befangnerer","befangenes","befangneres","befangener","befangene","befangenem","befangenen",NA,NA,NA,NA,NA,NA
"s.800","befremdlich|ADJX","-0.0048","befremdlichen","befremdliches","befremdlicher","befremdlichstes","befremdlichster","befremdlichem","befremdlichsten","befremdlichstem","befremdlicheres","befremdlicherer","befremdlichere","befremdlichst","befremdlichste","befremdliche","befremdlicherem","befremdlicheren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.801","befürchten|VVINF","-0.3602","befürchteten","befürchte","befürchtte","befürchtete","befürchtet","befürchtten","befürcht","befürchtetest","befürchttest","befürchtetet","befürchttet","befürchtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.802","begrenzen|VVINF","-0.0048","begrenzten","begrenzte","begrenzt","begrenz","begrenztet","begrenze","begrenzest","begrenzet","begrenztest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.803","begrenzt|ADJX","-0.0048","begrenzterer","begrenzte","begrenztestem","begrenztesten","begrenzteres","begrenzteren","begrenztest","begrenzterem","begrenzteste","begrenztem","begrenzten","begrenzter","begrenztes","begrenztere","begrenztestes","begrenztester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.804","begriffsstutzig|ADJX","-0.0048","begriffsstutzigeres","begriffsstutzigere","begriffsstutzigerer","begriffsstutzigste","begriffsstutzigstes","begriffsstutzigster","begriffsstutzigerem","begriffsstutzigsten","begriffsstutzigstem","begriffsstutzige","begriffsstutzigeren","begriffsstutzigem","begriffsstutzigen","begriffsstutzigst","begriffsstutziger","begriffsstutziges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.805","behindern|VVINF","-0.7748","behinderten","behinder","behindertet","behindert","behindere","behindertest","behinderte","behinderen","behinderst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.806","behämmert|ADJX","-0.0376","behämmerterer","behämmerteres","behämmerte","behämmertste","behämmerter","behämmertes","behämmertem","behämmerten","behämmertst","behämmertere","behämmerterem","behämmertstes","behämmertster","behämmerteren","behämmertstem","behämmertsten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.807","beklagen|VVINF","-0.4967","beklagtet","beklagtest","beklaget","beklagest","begeklagt","beklag","beklagten","beklage","beklagt","beklagst","beklagte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.808","beklagenswert|ADJX","-0.0048","beklagenswerterer","beklagenswerte","beklagenswerteres","beklagenswerteren","beklagenswertestem","beklagenswertesten","beklagenswertem","beklagenswerten","beklagenswerterem","beklagenswertes","beklagenswerter","beklagenswertest","beklagenswerteste","beklagenswertere","beklagenswertester","beklagenswertestes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.809","bekloppt|ADJX","-0.0048","bekloppter","beklopptes","beklopptest","bekloppte","beklopptem","bekloppten","bekloppteres","bekloppterer","beklopptestes","bekloppterem","beklopptester","beklopptere","bekloppteren","bekloppteste","beklopptesten","beklopptestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.810","beknackt|ADJX","-0.0358","beknackterer","beknackteres","beknacktester","beknacktest","beknackteste","beknacktestes","beknackte","beknackteren","beknackterem","beknacktestem","beknacktesten","beknackter","beknacktes","beknacktem","beknacktere","beknackten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.811","bekümmert|VVINF","-0.4503","bekümmerterer","bekümmerteres","bekümmerteren","bekümmerterem","bekümmertste","bekümmerter","bekümmertstes","bekümmertes","bekümmertster","bekümmertst","bekümmertem","bekümmertstem","bekümmertsten","bekümmerte","bekümmerten","bekümmertere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.812","belanglos|ADJX","-0.3306","belanglosesten","belanglosem","belanglosester","belanglosestes","belangloses","belangloseste","belangloser","belanglosen","belanglosere","belangloserer","belangloseres","belanglosest","belanglose","belangloserem","belanglosestem","belangloseren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.813","belasten|VVINF","-0.5078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.814","beleidigen|VVINF","-0.6076","beleidigtet","beleidig","beleidigst","beleidiget","beleidige","beleidigten","beleidigte","beleidigtest","beleidigt","beleidigest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.815","beleidigend|ADJX","-0.4636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.816","beleidigt|VVINF","-0.4848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.817","belästigen|VVINF","-0.0048","belästigten","belästigst","belästiget","belästigt","belästige","belästigte","belästigtet","belästig","belästigest","belästigtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.818","berauben|VVINF","-0.0048","beraubte","beraubst","beraubest","beraubten","beraubtest","beraube","beraubet","beraubt","beraubtet","beraub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.819","bergab|ADV","-0.0048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.820","bescheuert|ADJX","-0.0048","bescheuertestes","bescheuertester","bescheuertest","bescheuertes","bescheuerter","bescheuerteren","bescheuertem","bescheuerteres","bescheuerten","bescheuerterer","bescheuertestem","bescheuertesten","bescheuertere","bescheuerteste","bescheuerte","bescheuerterem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
