"candidates","Intercept","neg.x","pos.x","hashtag_count.x","URL_dummy","tweet_count","mean_pos","median_pos","var_pos","neg.y","pos.y","V2","followers_count","retweet_count","favorite_count","hashtag_count.y","party","land","opposition","extremity"
"corticelli",0.327105039287937,-0.855743353678631,0.184121411982989,0.327127180855476,-0.104855865385503,160,0.136833514327721,0.467587768893236,1.84402197019796,0.04128875,0.0300025,0.07129125,907.075,0.2875,1.90625,1.1625,"FDP","Bayern",1,0.218638321618554
"daniel_may_kb",0.855676539733333,0.507147592912585,-1.84681644506725,0.261704645748767,0.337713960766559,20,-1.00989112140157,-0.867297226659202,2.10151769036959,0.068945,0.129675,0.19862,979,1.05,3.7,1.75,"GRUENE","Hessen",0,0.752204479370743
"der_buechler",2.04267190528338,-3.42611134584828,-1.72927737918371,0.189042342534983,0.886358762066796,15,-1.432888305633,-1.38791184479275,2.65251815208244,0.0789533333333333,0.181666666666667,0.26062,470.6,2.06666666666667,9.86666666666667,0.466666666666667,"GRUENE","Bayern",1,1.92629928891601
"drfahnmdl",-1.66431208882436,-0.369314870770905,-0.65685729130334,0.370001659499471,0.847093002694224,451,-0.478797822969919,-0.341993754957801,2.53531653510471,0.0273669623059867,0.14410177383592,0.171468736141907,91.4745011086474,0.148558758314856,0.215077605321508,0.139689578713969,"FREIE WÄHLER","Bayern",1,0.116959728430136
"drpatriciaeck",0.0219770094311761,1.00951424232,0.730829330020334,0.0917936026906759,1.05649497946801,108,-0.673468712502145,-0.436094336617861,2.05624237268242,0.0281240740740741,0.179721296296296,0.20784537037037,94.1944444444444,1.21296296296296,2.55555555555556,2.11111111111111,"SPD","Hessen",1,0.190178270430172
"elisabeth_kula",0.844705676901358,0.36617433338419,-0.76044667358547,0.229080632621523,-0.239618588811262,110,-0.441105804072247,-0.28593903456732,1.08900391400893,0.0508936363636364,0.0769963636363636,0.12789,94.9181818181818,0.818181818181818,2.81818181818182,2.24545454545455,"DIE LINKE","Hessen",1,0.081761131489291
"elkebarth_mdl",-0.919846317169802,5.51557395849981,1.45366459279504,0.115011568944994,0.18826809699556,57,-0.0761783734396842,0.285823410805884,1.41616007132272,0.0279333333333333,0.157457894736842,0.185391228070175,43.9824561403509,0.157894736842105,1.03508771929825,1.21052631578947,"SPD","Hessen",1,0.0816950221647091
"ernagroll",0.380823579614773,-1.33367930144217,1.32653027111063,-12.4748256571455,-1.98258688336508,26,-1.02367862566088,-0.853273225630797,3.13495392050918,0.0861384615384615,0.188788461538462,0.274926923076923,79.1538461538462,0.0769230769230769,0.5,0.115384615384615,"GRUENE","Bayern",1,0.728075197578385
"f_diefenbach",-0.292290014836433,-0.817248021648188,0.0101318794596748,0.0146096239735839,1.71280418491069,153,-0.577072872130184,-0.261727061472348,2.37065698631771,0.0241816993464052,0.137956862745098,0.162138562091503,245.411764705882,0.57516339869281,2.5359477124183,2.08496732026144,"GRUENE","Hessen",0,0.0685010547069502
"fdpschneider",2.06234965307238,-1.74922652999812,0.00756000386978037,-0.51608757236146,-5.24771429938275,75,0.963724417114455,0.963724417114455,NA,0.036952,0.102954666666667,0.139906666666667,16.92,0.0933333333333333,0.813333333333333,0.68,"FDP","Hessen",1,0.928764752142596
"felixletkemann",-0.339321998190389,-0.483975930341019,0.783678111986787,0.434618234668478,0.892049273545935,412,0.475528267566448,0.596147421881776,1.09232514147253,0.143561165048544,0.121833737864078,0.265394902912621,151.825242718447,0.283980582524272,1.39805825242718,0.468446601941748,"FDP","Hessen",1,0.355391748616288
"fexmartin",0.813940166160084,0.809585907859514,1.92827420045545,0.127951808426302,1.37853232883585,26,-0.698533664277749,-0.252686735773162,1.6992089990903,0.0441230769230769,0.0407846153846154,0.0849076923076923,210.692307692308,0.5,6.80769230769231,1.53846153846154,"GRUENE","Hessen",0,0.0638505864356958
